Age,Income,Credit Score,Loan Amount,Loan Term,Interest Rate,Employment Length,Home Ownership,Marital Status,Dependents,Loan Default
44,87099.1847122203,712,21003.095486779028,23,19.815308637309098,10,1,1,2,0
38,92965.39577358915,563,23769.400798690087,42,11.04751388316247,13,1,2,3,0
51,61892.14656843872,763,32531.272844208474,26,13.870393634159731,13,1,1,4,1
62,68428.84943778224,515,25107.92245209556,19,14.0104727877487,26,1,2,3,0
42,89440.8418860373,352,22215.256217831804,41,17.6181345711664,31,1,0,3,1
49,84028.17678187453,582,27595.54049712486,28,13.352088045379382,19,1,2,4,0
55,90983.45312855951,539,18286.70081575653,29,16.708389615316726,18,1,2,1,0
46,101112.85341698062,655,18640.604453859658,44,15.155953844772805,23,1,1,3,0
52,114850.9339914856,483,18678.384632323334,46,13.605805708549436,23,1,1,2,1
54,61474.558829970505,562,27575.540294165396,37,15.388597166260425,5,1,0,3,1
60,70394.85805450767,712,16852.133657944833,40,12.045326155181781,28,1,2,4,1
37,85390.3504232775,472,19972.292668167516,42,19.094507696523856,24,1,1,3,1
54,68463.87579169736,581,14021.267863570503,40,18.953060954454894,20,1,2,4,1
46,45103.73122718482,733,31363.82963821072,35,9.411589698756096,19,1,1,3,1
40,101525.52324385547,519,18177.45138577387,40,12.475046802662986,11,1,2,1,0
55,76734.18534182182,556,18964.006314255577,39,15.487957956942244,23,1,1,3,1
49,87295.89398763436,594,23718.622360456262,26,13.764340912211653,21,1,2,2,0
45,87571.33193616569,639,18081.658821971167,39,15.321019493369432,20,1,1,2,0
44,70303.7829156,556,28759.078810448354,25,15.040408579461953,27,1,1,3,1
48,94574.50621591056,554,28065.298782883252,49,11.140924098354457,23,1,1,3,1
41,66003.7048453166,616,22965.959434992732,25,11.15071406346284,26,1,1,2,0
50,104576.24590706866,482,23884.923069668697,42,13.66994577000555,18,1,2,3,0
52,76496.9761568635,502,4123.388723288865,43,19.554519195180635,17,1,1,3,1
47,108292.81352390122,689,27774.10693781281,36,12.28620322031535,14,1,2,3,0
60,47811.53320322982,559,29200.28224067043,21,15.318914820267647,24,1,1,3,0
47,91275.53554235918,588,40083.47960626515,31,19.184423948227717,14,1,1,3,0
47,66347.91211031143,473,16319.829430343905,44,13.745928288249303,22,1,1,4,1
64,57855.875687252184,676,10285.69997885288,39,13.121613093101661,21,1,1,3,1
35,74071.54394356054,612,25320.714267291944,30,18.38749197827243,21,1,1,4,0
38,100896.02511213755,610,24501.067660500667,38,8.595558250697163,16,1,1,3,0
57,55396.09516925328,620,18076.279475600117,29,16.660504842543503,17,1,2,3,1
44,101748.52470364547,533,29298.25656450302,45,7.289761621112565,19,1,1,2,1
57,87199.79330554415,712,26486.182691614395,29,13.726162213391751,21,1,2,3,0
44,53159.37910721783,746,35603.5763982829,34,10.472548459913305,14,1,2,3,1
50,93811.18046117412,623,16372.876785043374,37,17.086896972758765,19,1,2,3,0
39,83459.33194503945,704,38757.45568891841,41,7.586939309394629,3,1,1,2,1
59,67115.50736828372,620,20946.43865632128,35,14.778063236560389,12,1,1,3,1
47,40307.20210368042,606,10228.823032216194,36,15.90165789944318,18,1,1,3,1
51,128225.01545040461,575,20213.133030315625,43,13.780137044032392,11,1,3,4,0
49,84862.25994507651,486,29777.42321530728,35,14.487728019362368,19,1,1,4,0
33,84241.60948706797,599,20691.94490012081,37,11.77054440467767,21,1,1,4,0
39,100869.9155854111,674,23577.051123636924,36,15.493713432636362,19,1,1,3,0
34,65327.63981303859,405,25163.993600791873,30,18.52511549300361,31,1,1,4,1
49,78280.44710205591,497,22378.98070220439,34,19.80479996505349,21,1,1,3,1
43,49298.49957235197,699,26763.39025282062,31,13.391429831496785,24,1,2,4,1
53,86106.09379058643,595,21727.890369213877,23,10.03994854336948,29,1,2,3,0
55,83586.05515648122,546,18253.68424995662,45,15.059702076705365,18,1,1,3,1
57,71096.42730373693,498,30054.106951895345,33,17.27021181892492,14,1,1,3,1
49,93462.57894679674,408,18070.55782925577,39,16.896897244246357,29,2,1,4,1
47,66895.19787289544,542,20973.210554103553,40,18.11292623681186,15,1,2,3,0
59,47332.50384182959,796,19304.146073214724,36,11.309969699584737,20,0,2,4,0
51,65176.24001504383,612,17277.096182630812,38,19.055731272791505,12,1,1,3,0
45,94067.92646366569,555,24131.574900868825,35,15.26697170337314,18,1,1,3,0
47,59197.02477764191,650,23426.51155037988,39,14.37565061185621,16,0,1,5,1
46,109711.45807651107,650,19845.86409818695,35,16.996903613324186,21,0,1,2,1
34,87407.20536033124,619,33512.85357610209,33,15.671897660361424,22,1,1,3,0
52,92350.47606036215,611,25582.885412929405,27,15.283077715565069,13,1,1,0,0
47,106353.0851697719,484,17820.86161263852,40,13.123268970803727,22,1,2,3,0
54,67862.79350230788,567,19048.172764333653,34,14.27912475130603,29,1,1,4,1
44,59477.25447669843,635,32137.607312622273,42,14.582576718684958,12,1,1,4,1
55,85409.42664018857,525,14863.582990478426,29,13.046305052729807,27,0,2,2,1
51,74746.70808219934,534,30991.503768760595,34,15.757864289523884,15,1,1,3,1
43,70552.80265111329,615,21737.740699814272,32,15.293457702653301,17,1,1,3,0
57,80694.12209183257,554,23910.92781968203,34,18.542055700671526,19,1,1,3,1
50,67359.55209609788,668,36023.87869141586,35,14.587560916061369,13,1,1,3,1
69,83212.33158545973,453,14474.719590985682,40,18.7198871475794,22,1,1,3,1
54,76447.2801561688,659,30077.658921723236,31,11.532856522547737,20,1,1,4,1
32,86094.72906840387,624,21917.42801031429,42,10.781038095289624,22,1,1,3,0
42,36914.57871706754,703,34421.51504005868,39,10.210578805642097,8,1,1,4,1
47,101451.17722160931,620,21024.23973511796,41,15.998214003076518,20,1,1,3,0
45,84076.71672541893,529,32189.852816611085,34,14.250461808570396,22,1,1,3,1
49,95791.19496287579,642,17155.83958151927,40,16.685603028854548,18,1,1,2,0
57,83825.76544682236,596,19362.84170257074,45,11.194840345793665,20,1,1,3,1
57,98046.17384692107,635,26710.359613466182,27,19.056324696678935,13,1,2,1,0
49,61842.08450103699,633,20305.955562765143,32,15.371111596082017,23,1,2,3,1
52,99152.76098513755,759,35060.6530235333,28,12.579196068072328,19,1,2,5,0
51,57521.603315492444,520,13411.540647890006,39,17.442218911087384,20,1,1,3,1
50,104876.26847727693,597,22084.390174289347,51,12.322965333666069,23,0,2,3,1
47,61267.756285161,462,21384.02276742532,37,16.655304641843976,30,1,1,4,1
49,112257.43755905826,694,29880.495243786776,31,9.752371615224254,15,1,1,2,0
44,90359.16574429409,801,33743.686786755716,43,12.031106219055902,10,1,2,3,0
55,88190.21875560093,640,27990.302259450946,27,15.367892762479185,19,1,2,3,0
60,49881.444281307085,662,7027.13125659118,37,15.715773514178762,16,1,1,3,1
41,117248.09973214226,676,21925.675001352152,39,8.389563238158985,17,1,2,2,0
61,58081.577772326935,599,13570.478982639212,38,14.694207948131185,16,1,1,4,1
44,112541.60914869326,631,17975.49274750351,37,16.53682522144295,22,1,2,2,0
50,97971.86623846568,738,30122.926626677818,24,14.89263698405199,20,1,2,3,0
39,72633.06457423896,460,28497.502414341685,32,15.31014684368794,26,1,1,3,1
48,83179.211772065,639,21680.753315835416,40,13.289399298219303,31,1,1,4,1
47,65568.39116050181,728,26616.452759924206,35,14.647310821674663,17,0,2,3,1
49,66713.44624379522,650,13076.140010612471,37,16.456649525684945,16,1,1,3,1
44,71566.18789424932,648,22653.554709669752,38,9.700620325284328,23,1,1,3,1
57,109254.74508420506,725,33506.23261651756,45,11.892711338307581,7,1,2,3,0
50,81819.59363330566,642,26039.188009627545,27,15.15313469578617,20,1,2,3,0
41,85468.30653348821,396,22204.087874622008,39,19.328477919482594,28,1,1,3,1
47,69170.95380032391,587,18876.33295077413,38,16.16594845515138,18,1,1,3,0
34,109777.03910264903,719,29310.45477932334,31,14.030518826660606,15,1,2,4,0
37,102394.68314392853,577,25499.438903462607,38,15.574289456642438,23,1,1,3,0
40,74708.8965288337,407,20975.572197849404,36,16.766762088952785,26,1,1,4,1
52,96459.41654642274,572,26900.521643318498,39,13.215629342364513,22,1,1,2,1
42,104119.45171805185,626,18539.554968703025,30,13.512251313202299,23,1,2,2,0
51,86634.52042847457,661,25791.039987245604,35,14.838078413507573,24,1,2,3,1
41,99435.60142005536,471,33276.695450278305,30,14.90802074414503,26,1,1,3,1
43,111455.62144809778,828,6697.563144524031,40,14.964113595795855,24,1,1,2,0
42,112473.87380365169,761,21777.20947646308,40,17.259326615345174,20,1,1,3,0
44,60529.81882954715,744,39162.10537670408,29,13.098269180565767,16,1,1,3,1
56,77918.7732622209,545,21898.975512516532,38,18.319133177023456,26,1,1,4,1
52,58580.23106929911,634,21167.642367445165,36,12.35756436152844,21,1,1,4,1
36,94686.41655862618,655,24666.19049092751,37,16.812204675459654,21,1,1,3,0
48,91595.55000432744,703,28710.491843479656,32,14.114971328726874,18,1,2,4,0
40,93242.4383366506,581,18362.692973330017,37,13.650168918135536,20,1,2,3,0
47,94123.73871566149,655,31633.54939908346,41,11.846295995482734,15,1,1,3,1
59,64117.170592604976,552,25052.799141885094,42,17.016897512305775,22,1,1,4,1
54,79686.46065156878,785,27474.301036223053,28,16.789617120604987,21,1,2,3,0
54,84963.1009644861,520,18035.62059626964,26,15.784671429883936,15,1,2,3,0
51,77601.96527390354,706,20810.120796543393,29,11.657645250782728,28,1,2,3,0
52,59550.450869214736,585,16290.309974504496,40,9.399621016176605,24,1,1,3,1
53,69883.4201529,523,28094.21174480032,28,17.123779748868067,22,0,1,4,1
33,92494.52291261092,461,23045.620012951174,43,12.764116005865219,40,1,1,4,1
18,72700.28810084866,664,20785.79165854276,32,10.121033651898761,24,1,0,3,0
36,39143.233972709015,799,41621.48659771082,39,7.014210301977526,12,1,2,3,1
32,73704.8993643792,548,22037.068784045136,42,13.76987440920553,21,1,1,3,0
67,98591.05588793119,635,7433.726199807824,50,11.903821311269963,24,1,1,4,1
63,44147.15245633683,671,17042.66630742026,24,18.72776665817218,17,1,2,3,1
50,67987.75711658696,582,25376.02473052877,35,13.601912427265859,27,1,1,4,1
52,92190.17576902028,539,17614.09509169387,39,11.77664475183127,39,0,2,2,1
45,60169.38705527176,641,25500.65539414883,32,7.991201631424019,26,1,2,1,1
50,96008.85733563891,526,21795.81937107383,32,9.526641180650774,20,1,2,2,0
46,73654.45831776634,616,23703.014439574654,27,13.173789018735247,25,1,2,4,0
42,98654.67017077414,623,22616.902691707975,34,13.77596499022676,17,1,2,4,0
67,32031.933625169535,623,13896.996885342325,31,13.253286550816313,22,1,1,4,1
44,75413.8913282895,572,32726.263141339317,31,12.643361425266562,31,1,1,4,1
44,102325.0908775809,599,30970.48196062168,31,16.525077798269802,17,1,1,3,0
46,66333.79718763963,532,20571.815253371562,45,13.35294523927682,17,1,1,3,0
47,57820.3723059188,545,21292.291835778648,31,16.205405432800003,25,1,1,4,1
44,94320.36662078089,708,22280.561393026317,35,7.96330277086143,20,1,2,1,1
50,80663.94281406338,538,22818.19124134709,35,9.824757725426924,19,1,1,2,0
52,75952.41977057466,503,10009.971928230681,40,19.967503168556377,23,2,1,3,1
47,87285.00651436407,488,16290.004575817533,41,18.951214457909188,24,1,1,4,1
47,93956.93984705007,704,21761.035544276383,43,18.969691774919113,19,1,1,3,0
53,46757.68223536105,684,26005.817659350818,27,18.231393332162774,20,1,1,4,1
46,64087.24943090359,683,22129.876077994635,33,20.6136234072941,15,1,1,3,0
39,95503.1168146747,565,20059.15892671038,40,14.871822446088967,21,1,1,3,0
43,96068.24703082172,574,16829.478388467884,48,13.101639987349293,30,1,1,4,0
49,58783.78257750634,601,24762.91099481235,21,12.251768734642274,29,1,1,3,0
45,74428.27726488668,662,24151.363342254386,21,14.68905056105607,24,1,1,1,0
50,93405.81191000126,641,31784.165515216246,28,12.31562260076132,16,1,1,3,0
46,72174.07196901063,593,25916.85250653393,36,18.22033850864632,15,1,1,3,0
70,88383.99918915001,648,29588.11931753267,25,20.60696271918309,14,1,2,3,0
69,73556.79767626572,614,34749.77626165145,24,15.969934775914982,17,1,2,4,0
46,91997.29543932446,675,20555.697763998443,44,7.904880473369709,24,0,1,3,1
40,67658.39994196012,559,30534.421408931983,30,14.277737609367495,28,1,1,4,1
47,45426.39664010795,564,24718.914752709836,16,13.401576490008328,30,1,1,3,0
59,89660.48584685051,564,22775.62765553956,46,15.980234274618882,10,1,0,3,1
41,96577.61553317902,552,27485.905125438814,30,8.761037803333842,17,1,1,3,0
34,115477.80643120814,829,7107.104424630582,34,14.181643710071304,24,1,1,2,0
44,101690.5571397336,520,27059.106126564173,42,14.107427076065397,35,1,1,4,1
59,52385.5961227222,486,18776.98855743522,28,16.82387560799679,18,1,1,4,1
54,98550.331983788,578,19771.26716123965,37,12.270379894447041,24,1,1,2,1
42,89405.92393575392,514,33719.177550032015,34,14.152757483343139,27,1,1,3,1
44,68369.19955972943,683,17459.323343184977,28,19.691535771243622,13,0,1,3,0
46,69859.53842290235,678,32806.848712719526,37,13.425958993939124,21,1,1,3,1
49,55721.70376230456,621,19758.466438797,32,15.736450743794753,19,1,1,3,1
39,43676.1268021013,749,32232.422931694124,34,9.628065507573268,22,1,2,3,1
56,91566.68509339279,584,28045.900677172478,34,11.184087149005308,19,1,1,3,1
56,69078.26830922309,536,22824.158657337157,37,17.299586268063905,25,1,1,4,1
53,83615.42657895139,590,27973.128863142883,29,15.51758901931204,16,1,2,4,0
51,56808.18099441609,542,26926.669017746783,31,10.445035965057556,17,0,1,3,1
31,110441.07090982846,617,20288.325851694826,40,8.812237474032802,14,1,1,1,0
49,48054.3797893396,560,6540.628868732811,37,20.118635632132822,20,1,2,4,1
46,104235.4834146281,590,24960.365723401486,21,16.575921495428993,16,1,1,3,0
42,85414.12601835086,716,27482.863072878725,25,12.742374772564888,23,1,1,3,0
50,43616.524429316945,672,32888.3114953507,25,13.310740624410931,0,1,1,3,1
43,107956.94750095707,723,30367.134262199404,38,12.09397668213851,12,1,2,4,0
50,60863.819361326874,551,27769.20502600536,32,8.916621670799739,14,1,1,2,1
35,96489.83568569687,794,13542.273047894425,24,18.70615884640365,19,0,1,2,0
36,67167.78497167776,701,35486.26939168878,21,10.27515128670235,22,2,1,3,0
52,100128.26803607466,579,26720.73572047422,37,9.296107712390155,17,1,2,3,0
47,66632.40424004398,524,25585.400251281506,32,16.614965291016297,28,1,1,3,1
56,69173.6453265624,530,16617.09305664591,40,14.977158093907152,20,1,1,4,1
50,57558.29821425637,670,27415.31508584354,33,10.761958640461629,21,1,2,2,1
60,52594.59312448615,609,15187.560716140857,40,18.186552478840525,28,1,1,4,1
57,89409.02706056183,567,25377.018730816824,35,13.230699657840415,13,1,2,2,0
58,65013.79243252695,522,19321.302183767413,34,14.297879071441258,26,1,2,4,1
51,77988.05922143385,698,24833.632202823454,24,17.77863321855718,23,1,2,3,0
51,69215.31763373775,603,22405.066779011755,31,16.40602437983224,20,1,1,3,1
48,82941.75587101575,588,32133.92917860179,21,15.49651488752929,15,2,1,2,0
50,67883.28021901613,601,19263.750861312943,36,17.636041634320566,21,1,1,3,1
50,81606.74332471655,623,16887.12997678665,31,17.820556650404285,11,0,1,3,0
53,83112.05101524682,675,15276.009019053843,39,14.124442735695732,22,1,1,3,1
56,63048.97396612969,562,23435.196307559687,34,17.77314506273649,11,1,1,3,1
47,86728.67837938285,489,26185.149769411604,31,18.639831913945365,21,1,1,3,1
53,89775.71633976184,593,18425.796185463652,40,15.545960906518141,16,1,1,3,0
45,75170.83393021049,561,25664.025614163165,30,16.146033098758586,11,1,1,3,0
32,89635.55776330832,755,14832.013854541463,41,14.350046851527567,21,1,1,2,0
37,96434.35086365012,655,25072.238839380087,36,15.63166005189122,21,1,1,3,0
35,60972.580032171914,397,11966.971801354874,37,25.0,27,2,1,3,1
55,53234.47891399901,609,20483.464830750734,32,13.91361180126903,11,1,1,3,1
33,87191.20032752221,576,30047.077010950707,31,16.532162916839276,28,2,2,4,1
47,80093.3908426675,624,10548.743767038944,50,15.688063422730794,21,1,1,3,0
50,70709.1225983194,572,21691.62783406284,38,16.092556620658613,21,1,1,4,1
39,62698.50057736882,669,18103.616535239435,39,14.82170626734104,19,1,1,3,0
63,84571.88217137221,700,35855.85170278316,27,14.964358472297686,15,1,2,3,0
56,74572.11875369604,519,22033.29290959792,38,14.624642149320064,24,1,1,4,1
54,101046.1418855294,583,19086.528654678805,43,15.999923504433536,25,0,1,3,1
55,74732.98815191005,651,21662.876786927493,33,16.382159457767692,20,1,2,3,1
44,85413.56620841229,377,24916.04724289828,32,18.914376020074492,34,1,1,4,1
63,67731.64855522779,538,15871.99391631629,27,14.25232055723722,26,1,1,2,1
38,85035.00837220915,611,19483.02943281599,31,14.265873015441846,19,1,1,3,0
49,62854.39635138721,529,24320.26017331834,34,15.131039214743177,24,1,1,3,1
38,75561.69642950341,761,35944.70391282878,40,7.7695287231685,20,1,1,3,1
45,66495.55618432247,717,22608.69119762199,25,19.399240617665107,11,1,1,3,0
42,80227.02704976182,507,19622.57459224774,46,14.097570273332085,28,1,1,4,1
56,79390.67407099479,508,23643.7703312134,38,15.7127947012421,26,1,0,3,1
43,98952.30298884258,603,30017.049813941405,21,11.045709946992929,21,1,1,4,0
56,56041.79081343331,664,27288.77465856075,34,10.370584906297585,19,1,1,3,1
39,59165.738171876634,564,21579.448322782053,38,15.52031636377854,30,1,1,3,1
40,99496.60223691505,738,15748.846801958758,35,16.1469951991728,21,1,1,3,0
39,72491.40529057052,609,18325.378091076225,37,14.942328454339306,18,1,1,2,0
41,106603.55208604733,675,15497.983256700925,41,12.269461047160622,24,1,1,3,0
52,83150.82405645362,833,33470.600692738444,28,11.403924786021026,24,1,2,4,0
55,64934.05863538294,598,22861.73660941511,32,15.794643123189164,24,1,1,3,1
54,101320.04386741771,454,19962.04452239895,51,15.218744769375073,14,1,1,4,1
